Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,datetime
0.566,0,242.42,2.4,0,0,1,1/1/2010 6:18
0.294,0.244,246.49,1.4,0,1,0,8/2/2009 0:13
1.314,0,245.56,5.2,0,0,18,12/22/2009 22:56
0.644,0.058,243.54,2.6,0,0,1,4/12/2010 18:20
1.8,0.466,240.11,7.6,1,0,18,3/10/2007 12:53
0.34,0.14,244.16,1.6,0,0,0,4/7/2007 14:45
0.206,0.128,238.91,1,0,0,0,8/23/2007 5:06
0.438,0.076,238.99,1.8,0,1,1,11/29/2009 9:20
2.928,0.054,238,12.2,1,0,19,9/15/2008 21:51
0.256,0.206,241.82,1.4,0,2,0,6/14/2007 3:51
4.34,0.094,240.43,18,0,0,18,2/10/2007 23:13
1.414,0.088,242.73,5.8,0,0,18,4/1/2010 13:21
1.532,0.316,240.49,6.4,0,1,17,3/7/2008 12:42
1.302,0.34,242.96,5.4,0,0,13,8/27/2010 23:07
4.524,0.198,234.49,19.2,0,2,18,6/12/2009 6:37
1.908,0,242.47,7.8,0,0,18,9/20/2007 23:30
0.57,0.084,238.4,2.4,0,2,0,7/25/2010 1:41
0.224,0,240.69,1.4,0,0,1,8/1/2010 19:42
1.422,0.048,239.79,5.8,0,2,18,11/28/2007 10:42
1.998,0.196,236.21,8.4,0,1,17,10/1/2009 19:59
3.658,0.098,238.83,15.2,37,0,18,12/9/2009 9:36
1.982,0.068,238.46,8.2,0,1,18,10/10/2008 20:07
0.174,0,242.7,0.8,0,0,1,6/13/2010 6:36
0.224,0,242.2,1,0,0,0,3/10/2007 4:36
0.358,0.158,242.62,1.6,0,0,1,6/10/2010 0:19
0.186,0.11,240.27,0.8,0,0,0,8/20/2007 6:30
0.418,0.142,242.84,1.8,0,0,0,4/14/2009 17:48
0.33,0.08,241.31,1.4,0,0,0,10/9/2008 2:45
0.334,0.076,242.02,1.4,0,0,1,5/8/2009 5:06
0.31,0.24,243.75,1.6,0,2,1,7/16/2009 0:57
0.676,0.532,242.5,3.4,0,1,0,6/21/2007 20:05
0.794,0.056,239.08,3.2,0,0,0,2/12/2007 17:48
0.462,0.292,245.22,2.2,1,1,0,11/15/2009 3:07
1.04,0.046,245.71,4.2,0,0,1,5/13/2010 17:41
2.858,0.58,237.47,12.4,0,17,0,3/5/2007 18:24
0.226,0,247.12,0.8,0,0,0,3/28/2008 4:50
0.42,0.188,240.14,1.8,0,1,1,6/1/2010 23:59
0.26,0.082,246.9,1.2,0,0,0,1/3/2007 15:08
1.49,0.084,241.42,6.2,1,0,18,12/17/2008 9:47
0.292,0.254,242.13,1.6,0,1,0,9/6/2007 15:16
2.384,0.05,237.2,10.4,0,0,17,5/22/2010 7:38
1.398,0.284,238.27,6,0,1,1,10/26/2009 19:55
2.946,0.066,245.77,12,1,0,18,1/25/2009 0:18
0.302,0.1,244,1.2,0,0,1,7/28/2009 21:04
1.996,0.06,240.9,8.6,0,0,0,3/10/2009 20:33
0.746,0.084,244.24,3.6,0,0,3,11/26/2007 6:52
1.864,0.156,239.91,7.8,0,1,18,1/3/2009 18:39
0.562,0.256,239.62,2.6,0,0,0,3/11/2008 17:08
0.308,0.088,246.6,1.2,0,0,0,3/19/2009 4:32
0.266,0.06,243.6,1.2,0,0,0,3/17/2009 0:35
0.622,0.408,242.61,3,0,0,1,8/22/2010 22:36
0.328,0,242.31,1.4,0,0,1,4/1/2010 3:00
2.304,0.138,234.24,9.8,0,1,17,1/8/2007 9:36
0.31,0.144,247,1.4,0,0,0,12/20/2006 4:42
0.472,0.184,236.86,2.2,1,2,1,9/14/2010 10:12
0.268,0,242.8,1.2,0,0,0,12/14/2008 2:20
0.722,0,241.18,3,0,0,1,4/27/2010 7:54
4.94,0,239.31,20.6,38,0,18,1/11/2009 21:42
2.416,0.052,238.82,10,0,0,18,2/10/2010 7:09
1.674,0.046,238.24,7,0,0,18,6/10/2009 18:52
0.386,0.224,242.11,1.8,0,0,1,10/27/2009 15:15
3.984,0.098,238.34,16.6,0,36,1,11/11/2009 18:59
3.07,0.376,239.02,13,1,19,18,6/19/2010 21:58
0.348,0.188,230.96,1.8,0,0,0,7/20/2007 16:05
0.358,0.138,248.12,1.4,0,0,1,1/7/2010 14:26
0.676,0.436,239.73,3.4,2,0,0,7/12/2008 16:19
0.344,0.164,244.9,1.4,0,0,0,12/11/2009 2:51
3.57,0.048,237.74,15,2,0,18,9/24/2009 20:07
0.344,0.104,242.21,1.4,0,0,0,10/16/2010 17:25
0.412,0.186,241.02,1.8,0,1,1,10/5/2010 1:37
0.228,0,243.63,1,0,0,0,11/4/2007 10:22
0.464,0.08,239.41,2.2,0,0,1,9/15/2008 6:11
0.26,0,246.45,1,0,0,1,11/11/2009 7:39
0.402,0.192,243.95,1.8,0,1,1,10/20/2010 13:44
1.364,0,246.55,5.4,0,0,19,11/21/2007 23:37
3.508,0.1,236.4,14.8,0,38,17,11/12/2008 11:50
0.214,0,239.64,0.8,0,0,0,3/4/2007 0:46
1.696,0.226,239.67,7.2,0,1,18,4/16/2008 10:37
0.374,0.262,243.52,1.8,0,1,0,1/12/2007 3:13
0.272,0,245.42,1,0,0,1,11/19/2009 3:37
0.238,0.118,242.51,1,0,0,0,6/21/2008 23:48
0.246,0.106,240.95,1,0,1,0,7/22/2010 12:58
0.376,0.34,239.07,2,0,2,1,8/1/2008 11:08
1.436,0.074,240.17,6,0,2,18,5/20/2009 8:39
0.398,0.336,240.2,2.2,0,1,1,7/28/2010 11:25
0.476,0.18,240.1,2,0,2,0,10/7/2007 5:39
0.282,0,241.75,1.2,0,0,0,3/23/2010 5:10
0.37,0.182,242.63,1.6,0,2,0,3/26/2008 17:07
0.818,0.248,244,3.4,0,2,1,10/17/2010 22:43
5.286,0.3,232.72,22.6,0,39,16,11/12/2007 21:00
0.236,0.104,241.69,1,0,2,0,7/4/2007 14:36
1.61,0.368,241.04,6.8,0,2,18,5/19/2009 20:15
1.446,0.06,240.01,6,0,0,18,12/11/2007 10:08
2.778,0.442,238.25,11.8,0,1,0,12/18/2007 18:49
2.124,0.232,238.57,9.2,0,24,0,6/13/2010 20:02
1.636,0,241.66,6.8,0,0,0,4/20/2009 22:13
0.34,0.076,236.23,1.6,0,0,0,4/23/2007 18:35
1.458,0.202,238.69,6.2,0,0,17,1/23/2007 9:36
0.34,0.106,241.77,1.4,0,0,1,11/15/2009 6:52
0.218,0,245.33,0.8,0,0,0,1/21/2009 4:44
1.34,0.08,241.2,5.4,0,0,19,4/17/2010 17:09
1.366,0.074,238.21,5.8,0,0,17,3/6/2009 10:59
2.674,0,242.63,11,0,0,18,1/12/2009 21:53
0.34,0.108,245.78,1.4,0,0,0,12/22/2007 5:53
2.426,0.114,238.06,10.4,0,0,18,2/14/2008 8:04
0.428,0.34,241.47,2.2,0,2,1,6/15/2010 17:52
0.878,0.094,243,3.6,0,1,1,7/27/2010 22:26
1.46,0,240.94,6,0,0,19,9/29/2010 18:13
1.69,0.092,241.3,7,0,0,1,12/1/2009 18:15
4.238,0.194,240.39,18.2,21,0,18,2/7/2009 20:39
0.226,0.096,239.09,1,0,0,1,7/16/2010 11:02
3.228,0,235.46,14.2,31,0,18,4/12/2010 12:00
0.544,0.134,243.85,2.4,0,0,0,2/12/2008 22:23
1.48,0.062,242.95,6,0,0,18,1/5/2009 8:52
0.468,0.212,242.11,2.2,0,0,0,1/24/2008 12:33
0.332,0.24,241.19,1.6,0,2,1,6/29/2010 5:29
1.928,0.384,237.07,8.2,0,1,18,2/28/2009 18:03
1.414,0.06,237.39,6,0,0,17,7/21/2008 7:45
0.894,0.292,240.82,3.8,0,0,0,11/10/2007 16:56
1.622,0.124,242.73,6.6,0,0,18,4/2/2009 19:35
1.414,0.07,240.78,5.8,0,0,18,2/19/2010 12:32
1.864,0.164,243.5,7.6,1,1,0,11/24/2008 23:22
4.556,0.154,236.67,19.2,37,0,18,9/24/2009 21:42
3.736,0.058,239.78,15.6,38,0,18,2/6/2010 0:01
1.938,0.146,240.28,8,0,0,30,8/27/2009 8:22
0.338,0.104,243.93,1.4,0,2,1,11/4/2009 4:11
0.224,0,242.48,1,0,0,0,3/15/2009 6:58
3.154,0.124,237.4,13.6,1,2,17,12/1/2008 20:17
0.132,0,240.25,0.6,0,0,0,7/8/2007 9:30
3.804,0,241,15.8,38,0,1,2/20/2010 22:25
1.464,0.122,235.96,6.2,0,1,18,11/10/2010 12:48
4.45,0.062,234.19,19,0,1,17,4/7/2007 21:41
4.6,0.242,240.56,19,38,1,19,12/8/2009 20:05
2.292,0.092,240.7,9.4,0,0,19,1/23/2010 11:02
0.986,0.338,243.49,4.2,0,1,12,8/23/2010 9:59
0.31,0,244,1.4,0,0,1,10/24/2010 7:10
1.824,0.108,242.06,7.4,0,0,18,11/22/2010 22:27
0.34,0.228,238.46,1.6,0,1,1,6/28/2010 12:31
0.296,0.104,237.92,1.2,0,0,0,7/19/2007 23:16
0.292,0.144,245.49,1.4,0,0,0,1/9/2007 2:42
3.956,0.186,235.07,16.8,37,1,18,7/2/2008 22:15
0.326,0.234,239.74,1.6,0,0,1,6/14/2008 3:49
0.31,0.116,241.55,1.4,0,0,0,3/4/2007 8:55
1.344,0.11,238.23,5.6,0,1,18,9/6/2008 16:22
0.804,0.118,242.45,3.2,0,0,12,9/26/2008 17:23
1.406,0.17,239.59,5.8,0,2,19,9/7/2008 9:22
0.232,0.088,239.95,1,0,0,1,8/14/2010 13:13
0.29,0.102,239.86,1.2,0,1,0,4/12/2007 12:09
0.466,0.046,242.99,2,0,1,1,3/26/2010 13:15
0.302,0.08,241.73,1.2,0,0,0,10/27/2008 10:34
0.338,0.082,244.56,1.4,0,0,0,3/17/2009 0:50
0.54,0,239.86,2.4,0,0,0,1/1/2009 9:00
0.112,0,238.05,0.4,0,0,0,6/14/2007 13:11
0.49,0,243.28,2.2,0,0,0,1/12/2008 1:12
2.728,0.328,239.07,11.6,0,31,0,3/7/2010 18:39
0.628,0,237.18,2.8,0,0,1,10/23/2008 18:59
0.592,0.048,238.97,2.4,0,0,0,3/21/2010 19:00
2.568,0.13,237.96,10.8,0,0,18,10/13/2008 7:05
3.186,0.378,236.23,14,18,0,17,5/29/2010 18:41
1.494,0.14,241.22,6.2,0,5,0,4/6/2007 22:42
0.218,0,241.73,1,0,0,0,4/10/2007 9:23
2.9,0.21,239.69,12.2,0,0,1,10/18/2008 22:32
1.584,0.136,236.81,6.6,0,2,0,11/20/2008 20:58
0.54,0.066,239.16,2.2,0,0,1,9/14/2008 1:58
0.362,0.104,239.65,1.6,0,0,0,3/26/2007 18:50
3.01,0,239.74,12.6,0,0,17,3/24/2009 7:44
1.522,0.228,239.69,6.4,0,0,18,7/9/2008 7:40
1.804,0.144,239.3,7.4,1,0,11,10/22/2010 20:48
1.638,0.318,241.12,6.8,0,2,18,4/28/2009 14:33
0.318,0.07,242.04,1.4,0,0,0,7/17/2009 16:18
1.734,0.196,239.77,7.2,0,0,18,3/15/2010 8:11
0.342,0.242,241.55,1.6,0,1,1,7/22/2010 11:52
0.346,0.116,245.12,1.4,0,0,0,1/11/2010 22:44
2.946,0.062,243.25,12,0,0,18,2/1/2009 20:18
0.442,0.106,244.3,2,0,0,0,1/15/2008 0:34
0.354,0.114,242.78,1.4,0,0,1,10/1/2008 14:56
0.682,0.304,242.73,3.2,0,1,0,11/2/2008 21:17
0.362,0.106,240.44,1.6,0,0,1,10/6/2008 17:05
0.238,0.134,241.23,1,0,0,1,8/7/2009 14:58
1.342,0,239.25,5.6,0,0,18,5/21/2007 23:15
0.366,0.104,245.41,1.6,0,0,1,11/11/2010 3:19
1.776,0.174,238.49,7.4,1,1,18,6/3/2010 8:52
2.732,0.334,240.79,11.4,0,40,1,8/15/2009 11:09
3.976,0.308,238.96,16.6,1,0,27,7/14/2010 23:29
1.35,0.08,237.83,5.6,0,0,17,1/17/2008 11:07
0.332,0.124,245.26,1.4,0,0,0,5/2/2009 4:43
2.902,0.07,238.49,12.2,38,0,1,9/28/2008 0:57
3.916,0.104,241.27,16.2,38,0,19,5/8/2010 1:53
1.594,0.204,236.49,6.8,0,0,0,3/26/2010 19:31
0.998,0.074,239.69,4.2,0,0,11,6/6/2008 18:13
1.422,0.07,242.04,5.8,0,0,18,5/10/2010 9:45
1.502,0.242,241.58,6.4,1,0,0,6/26/2009 23:09
0.582,0.094,240.04,2.8,0,0,0,2/8/2008 11:35
2.264,0.164,242.55,9.2,0,1,18,7/15/2010 22:35
1.98,0.218,243.37,8.2,0,1,19,4/1/2007 2:43
1.302,0,239.96,5.4,0,0,18,2/14/2008 12:43
0.786,0,238.36,3.4,0,0,0,12/8/2007 13:26
0.344,0.236,240.99,1.6,0,1,1,7/29/2010 22:08
0.424,0.12,239.67,1.8,0,0,0,11/8/2008 16:32
2.768,0.378,241.46,11.4,1,2,18,4/3/2007 22:28
0.416,0.334,238.98,2.2,0,2,0,6/23/2010 14:10
1.432,0.068,239.93,6,0,1,18,2/16/2008 10:16
0.272,0,244.05,1,0,0,1,4/15/2008 2:46
0.91,0.392,239.58,4,0,2,12,8/22/2008 5:10
0.494,0.244,242.57,2.2,0,2,0,4/17/2009 13:11
0.42,0.098,242.84,1.8,0,0,0,3/9/2009 16:22
0.272,0.096,241.44,1.2,0,0,0,6/1/2010 6:42
1.394,0.108,243.47,5.6,0,1,18,6/28/2007 23:08
2.176,0.05,236.26,9.2,0,0,17,3/11/2008 18:52
3.156,0.1,236.87,13.2,0,0,17,10/22/2007 9:37
1.422,0.31,236.95,6,0,1,18,6/28/2010 7:57
0.416,0.088,239.04,1.8,0,0,1,5/24/2010 1:36
1.47,0.122,243.48,6,0,0,19,4/22/2008 2:10
0.26,0,244.32,1,0,0,0,2/14/2008 5:20
0.228,0.046,243.02,1,0,0,1,10/21/2009 11:16
0.336,0.078,240.46,1.4,0,0,0,11/25/2008 15:44
1.454,0.202,241.78,6,0,2,19,3/22/2010 13:51
0.534,0.242,239.23,2.4,0,0,0,1/2/2007 7:33
0.54,0.328,244.28,2.8,1,0,0,6/10/2007 13:15
1.352,0.066,237.8,5.6,0,1,18,10/14/2008 12:53
1.952,0.108,242.7,8,0,1,19,4/6/2010 14:32
0.452,0.048,241.92,2,0,0,0,1/27/2007 22:07
0.316,0,244.06,1.4,0,0,1,4/23/2009 15:39
1.998,0.33,241.77,8.2,0,1,1,9/11/2010 21:19
1.338,0.056,237.65,5.6,0,0,18,1/3/2008 19:03
0.66,0.134,241.89,2.8,0,0,0,3/30/2007 19:15
0.778,0.206,241.26,3.4,0,0,0,5/5/2008 23:38
2.328,0.21,240.11,9.6,0,0,28,9/29/2008 8:00
0.318,0.118,245.68,1.4,0,0,0,3/20/2007 3:12
0.294,0.076,242.19,1.2,0,0,0,3/28/2008 1:00
0.3,0.104,243.13,1.2,0,2,0,2/28/2008 2:40
0.404,0.174,241.34,1.8,0,1,0,5/10/2008 0:30
1.752,0.232,237.03,7.4,0,1,18,2/13/2008 7:21
0.244,0.082,241.45,1,0,0,0,11/12/2010 22:48
0.438,0.2,240.61,2,0,0,1,10/12/2009 0:02
0.39,0.19,243.01,1.8,0,0,0,2/11/2008 16:39
2.7,0.15,242.73,11,0,39,0,1/27/2010 14:21
1.24,0.264,244.68,5.2,0,0,11,7/13/2008 10:51
0.212,0,241.53,0.8,0,0,0,6/7/2009 10:53
1.334,0.186,237.76,5.6,0,0,0,3/17/2008 19:19
0.332,0.106,246.53,1.4,0,0,1,11/11/2009 4:14
1.33,0.084,238.64,5.6,1,0,18,7/5/2008 13:57
0.302,0.242,241.95,1.6,0,0,0,8/2/2009 7:14
1.62,0.052,239.56,7,0,0,18,6/24/2009 18:19
0.138,0,240.72,0.6,0,0,1,6/30/2008 20:42
1.332,0.052,242.31,5.4,0,0,19,2/2/2010 1:35
0.31,0.248,242.63,1.6,0,0,1,8/23/2009 1:08
0.32,0,243.02,1.2,0,0,0,4/20/2008 23:28
1.572,0.122,239.8,6.6,0,0,1,7/9/2010 23:29
0.252,0.078,240.89,1.2,0,0,1,5/25/2010 1:00
0.442,0.336,241.31,2.2,0,2,1,6/5/2009 16:03
2.79,0.062,237.86,11.8,0,0,18,5/3/2008 1:25
0.792,0.334,242.9,3.4,0,1,1,7/5/2010 12:59
1.898,0.324,239.87,8,0,2,17,3/31/2007 14:01
0.142,0,240.63,0.6,0,0,0,7/16/2007 4:38
0.156,0,237.48,0.6,0,0,1,8/12/2010 21:20
4.334,0.292,234.94,18.4,0,0,17,12/22/2006 18:51
0.3,0.06,239.45,1.4,0,0,0,3/27/2007 10:45
0.332,0.254,243.06,1.6,0,0,0,6/28/2009 5:24
0.326,0.108,246.01,1.4,0,0,0,3/19/2008 23:42
0.294,0.082,241.33,1.2,0,0,0,3/10/2007 2:29
0.32,0.06,240.32,1.4,0,0,1,10/20/2008 5:03
2.628,0.154,236.72,11,0,0,17,2/11/2008 19:22
0.25,0.068,242.83,1,0,0,1,8/23/2010 1:35
0.422,0.126,238.78,1.8,0,0,1,7/8/2008 15:50
1.71,0.122,240.25,7,1,1,19,4/19/2010 19:59
3.308,0.164,242.92,13.6,0,0,19,11/9/2009 7:31
0.348,0.106,239.02,1.4,0,0,1,4/30/2008 20:45
1.268,0.062,236.72,5.2,0,0,17,5/29/2007 1:13
0.242,0.066,241.98,1,0,0,1,10/8/2010 4:06
0.59,0.22,242.02,2.6,0,2,0,6/9/2007 17:09
1.176,0.432,239.83,5.2,0,0,11,9/2/2008 18:17
0.22,0,243.01,0.8,0,0,0,2/25/2007 15:06
1.204,0.328,239.1,5.2,0,1,1,1/24/2010 21:39
0.306,0.046,238.86,1.4,0,0,1,9/3/2010 14:10
0.52,0.196,236.48,2.2,0,0,1,7/2/2008 15:34
0.33,0.11,243.47,1.4,0,0,0,3/5/2008 4:45
1.168,0.076,232.73,5,0,0,16,8/2/2007 15:04
1.276,0,239.13,5.2,0,0,17,11/6/2007 10:43
0.242,0.114,237.17,1.2,0,0,0,8/6/2007 17:48
1.342,0.058,236.4,5.6,0,0,17,3/6/2009 18:38
0.314,0.25,240.13,1.6,0,1,0,6/30/2008 8:33
2.286,0.252,240.64,9.4,0,0,28,1/22/2010 0:18
0.542,0.286,242.11,2.6,0,1,1,7/11/2009 17:43
1.134,0,233.91,4.8,0,0,16,7/26/2007 2:11
0.592,0.098,242.23,2.4,0,0,0,11/10/2007 16:37
2.48,0.204,242.62,10.2,0,2,18,10/21/2009 6:53
1.008,0.11,238.36,4.2,0,0,0,9/9/2007 16:39
1.462,0.084,241.68,6,0,2,18,3/9/2007 22:17
0.326,0.218,234.92,1.6,0,0,0,5/12/2007 4:39
1.4,0.102,240.32,5.8,0,0,18,3/5/2007 11:50
0.36,0.218,241.69,1.6,0,1,1,8/22/2009 13:47
0.104,0,236.2,0.4,0,0,0,8/12/2007 19:16
1.778,0.316,240.61,7.4,0,1,19,8/22/2009 22:01
2.992,0,232.51,12.8,0,37,0,2/29/2008 10:08
0.35,0.104,243.35,1.4,0,0,1,10/26/2010 6:47
1.622,0.066,237.06,6.8,0,0,18,5/11/2010 11:06
0.456,0.11,246.38,2.2,0,2,0,1/15/2008 2:23
0.34,0.236,239.18,1.6,0,1,1,7/19/2008 4:23
0.226,0,241.82,1,0,0,1,8/1/2009 18:45
1.454,0.124,243.83,6,0,0,19,12/28/2009 12:19
0.224,0,244.29,1,0,0,0,3/16/2008 5:39
1.226,0,240.76,5,0,0,17,6/28/2007 6:08
0.658,0.052,244.56,2.6,0,0,1,2/9/2010 17:10
2.906,0.346,232.2,12.6,0,34,0,5/16/2007 13:10
1.364,0,239.25,5.6,0,0,18,4/14/2009 9:51
0.368,0.058,244.07,1.6,0,0,0,3/6/2009 0:00
1.494,0,240.51,6.2,0,0,18,5/1/2009 17:02
0.7,0.108,247.29,2.8,0,0,0,12/3/2008 15:03
0.216,0,235.11,1,0,0,0,5/26/2007 1:17
0.122,0,234.39,0.6,0,0,0,7/19/2007 3:10
1.856,0.094,238.96,7.8,0,0,17,11/10/2008 16:33
0.328,0.176,247.18,1.6,0,0,0,1/7/2007 4:12
1.362,0,237.07,5.6,0,0,18,6/27/2008 10:54
2.202,0.16,236.53,9.2,0,0,17,1/11/2008 12:29
0.198,0.128,239.64,1,0,0,0,8/15/2007 2:57
1.414,0.092,240.83,5.8,0,0,17,2/5/2009 7:57
0.324,0.052,243.39,1.6,0,0,0,1/26/2009 11:08
0.41,0.156,239.33,2,0,1,1,9/13/2010 11:14
0.35,0.078,241.19,1.4,0,0,1,2/24/2010 5:26
0.166,0.102,240.98,0.8,0,0,0,6/13/2007 17:52
5.734,0,232.74,24.6,0,71,16,11/9/2007 13:21
0.358,0.226,245.77,1.8,0,0,0,7/1/2009 23:43
0.258,0,244.32,1,0,0,1,4/21/2008 16:09
1.298,0,244.01,5.2,0,0,18,9/11/2007 23:15
1.78,0.11,240.85,7.4,0,0,18,12/23/2008 9:57
0.494,0.12,241.15,2.2,0,1,0,7/8/2008 19:07
1.342,0.194,242.15,6.2,0,0,9,9/27/2009 9:05
0.458,0.35,238.1,2.4,0,1,1,7/20/2010 10:06
1.332,0,238.93,5.6,0,0,18,2/8/2007 8:20
3.342,0.118,242.87,13.8,0,0,18,2/1/2009 0:21
0.33,0.226,241.59,1.6,0,0,1,8/2/2010 19:28
1.466,0.07,242.32,6,0,2,18,4/29/2009 8:20
1.264,0,238.38,5.2,0,0,17,1/18/2007 9:17
1.742,0.074,243.98,7,0,0,19,2/24/2010 13:07
0.31,0.114,239.71,1.4,0,0,0,4/12/2007 19:07
2.25,0.058,238.46,9.4,1,1,17,3/15/2008 9:22
0.202,0,242.38,1,0,0,1,6/10/2010 13:59
0.214,0,239.91,0.8,0,0,0,3/17/2007 4:51
1.282,0.072,239.37,5.2,0,0,18,6/25/2010 11:27
0.384,0.102,243.35,1.6,0,0,1,10/25/2010 17:56
1.402,0.136,241.07,5.8,0,0,18,12/29/2006 11:53
0.206,0.05,235.82,0.8,0,0,0,5/16/2007 3:39
1.682,0,243.98,6.8,0,0,19,2/14/2009 13:34
2.154,0.222,241.56,9,0,0,18,1/15/2010 17:16
0.31,0.094,247.05,1.2,0,1,1,4/5/2010 6:48
3.858,0.06,236.85,16.2,37,0,18,4/25/2009 14:38
1.39,0.052,239.98,5.8,0,0,17,4/5/2009 18:00
0.258,0.264,238.41,1.4,0,2,1,8/27/2008 12:06
1.04,0.376,240.74,4.6,0,2,1,5/15/2008 22:12
1.162,0.1,236.41,4.8,0,0,0,3/16/2010 20:27
1.544,0.196,244.69,6.4,0,0,19,3/15/2010 15:07
1.592,0.066,241.61,6.6,0,0,18,5/22/2010 15:14
0.456,0.212,242.55,2,0,1,0,11/3/2008 23:20
1.33,0.09,236.12,5.6,0,1,17,6/28/2007 10:58
0.224,0,245.63,1,0,0,0,1/23/2008 22:33
1.298,0.066,237.49,5.4,0,0,17,11/19/2008 9:45
1.3,0,239.89,5.4,0,0,19,3/22/2010 9:18
0.274,0,242.27,1.2,0,0,1,4/17/2008 13:48
1.234,0.054,244.34,5,0,0,1,12/1/2009 19:55
0.318,0.104,237.65,1.4,0,0,0,4/12/2007 7:23
0.142,0,243.39,0.6,0,0,1,7/29/2009 20:20
0.104,0,241.82,0.4,0,0,0,8/18/2007 18:50
0.206,0.132,239.41,1,0,0,0,8/16/2007 14:29
0.214,0.112,244.11,1,0,0,0,8/1/2009 22:47
0.264,0,243.87,1,0,0,0,12/10/2008 23:40
1.868,0.058,230.12,8,0,0,17,11/24/2010 21:19
0.156,0,240.62,0.6,0,0,0,9/22/2008 5:37
0.34,0.228,240.84,1.6,0,1,0,7/16/2009 14:11
0.51,0.29,241.71,2.4,0,0,0,12/30/2006 22:15
0.322,0.248,241.48,1.6,0,1,0,7/13/2009 14:33
0.324,0.22,242.96,1.6,0,1,0,7/18/2010 5:03
0.598,0.07,246.1,2.4,0,0,0,2/17/2008 2:42
1.512,0.2,241.15,6.2,0,0,18,4/6/2009 11:53
2.784,0,240.11,11.6,0,0,18,2/4/2009 20:26
0.35,0.102,239.79,1.4,0,0,1,9/22/2010 11:27
0.442,0.122,238.56,2.2,0,0,0,7/30/2008 16:02
0.21,0.106,242.55,1,0,0,1,8/8/2009 0:11
0.366,0.2,243.84,1.6,0,1,0,2/9/2008 1:13
0.742,0.06,238.79,3.6,0,0,6,1/27/2008 8:48
0.454,0.406,243.55,2.4,0,0,0,7/9/2010 18:18
2.538,0.38,241.54,10.6,0,1,30,7/20/2010 20:45
0.31,0.098,242.59,1.2,0,0,0,5/22/2009 15:05
0.126,0,236.64,0.6,0,0,0,7/25/2007 6:12
1.866,0.096,237.1,7.8,0,0,17,3/12/2007 10:24
2.054,0.312,244.31,8.4,1,1,19,2/6/2010 15:22
1.244,0,237.17,5.2,0,0,18,6/9/2009 8:51
0.376,0.102,243.76,1.6,0,1,0,4/5/2009 1:04
0.356,0.132,244.01,1.6,0,0,0,2/25/2009 1:33
0.266,0,243.38,1.2,0,0,0,3/28/2009 1:37
0.998,0.344,241.28,4.4,0,0,12,7/3/2009 2:49
0.346,0.06,245.75,1.4,0,0,1,4/29/2010 6:21
0.192,0.158,242.68,1,0,0,1,8/28/2008 14:30
0.34,0.178,243.94,1.6,0,0,0,12/30/2006 4:58
0.508,0.2,241.68,2.2,0,2,0,11/11/2010 22:44
1.494,0.096,243.63,6,0,1,19,10/14/2009 11:59
2.042,0,239.13,9.4,0,28,0,4/7/2010 13:51
1.748,0.074,239.15,7.4,1,0,17,3/11/2009 8:43
0.082,0,241.69,0.2,0,0,0,8/21/2008 23:33
0.284,0.098,240.63,1.2,0,0,1,9/13/2008 12:17
4.996,0.27,234.79,21.2,0,37,17,3/28/2007 21:33
2.928,0.094,240.52,12,0,0,18,2/8/2010 19:33
0.232,0.048,244.58,1,0,0,1,10/20/2009 22:51
0.444,0.194,239.91,2,0,0,1,5/19/2010 13:38
0.412,0.054,244.35,1.6,0,1,1,10/4/2010 23:57
0.138,0,242.59,0.6,0,0,1,9/10/2009 5:09
1.42,0,239.79,5.8,1,0,18,4/18/2009 12:25
2.498,0.47,241.19,10.8,0,0,18,6/15/2007 20:17
0.822,0.292,242.31,3.6,0,0,12,8/26/2008 8:49
2.37,0.29,236.28,10.4,0,0,1,5/27/2010 20:44
0.652,0.108,243.58,2.6,0,0,0,3/22/2007 18:44
1.71,0.162,239.92,7.2,0,0,0,3/30/2007 23:00
1.866,0.226,242.27,7.8,0,1,0,12/7/2008 16:11
0.334,0.12,244.21,1.4,0,0,0,3/19/2008 16:15
2.232,0.216,237.78,9.4,0,1,17,1/5/2008 8:16
0.19,0,243.58,0.8,0,0,1,6/30/2009 16:52
1.266,0,238.82,5.2,1,0,18,9/1/2008 9:05
0.298,0.086,244.16,1.2,0,0,0,2/26/2009 2:03
2.772,0.05,238.24,11.6,0,0,0,1/25/2008 19:31
1.426,0.092,242.44,5.8,0,0,19,4/15/2010 16:30
2.404,0.148,240.81,10,0,0,19,11/26/2009 7:19
4.506,0.592,234.4,20,18,0,17,11/18/2010 18:32
1.458,0.1,241.16,6,1,0,18,3/19/2008 9:09
0.252,0.094,242.13,1.2,1,0,1,6/11/2010 13:50
0.488,0,234.02,2,0,0,0,7/31/2007 21:42
0.254,0.122,241.77,1.2,0,0,1,8/13/2010 7:38
2.764,0.066,239.36,11.4,0,0,18,7/5/2007 22:16
2.906,0.088,241.17,12,0,0,19,3/9/2010 20:51
2.79,0.142,235.93,11.8,0,0,17,2/20/2009 19:11
1.174,0.176,239.52,5,0,1,11,5/5/2008 16:39
0.462,0.15,242.58,2,0,0,1,11/4/2009 7:55
0.294,0.12,241.73,1.2,0,1,0,8/18/2009 18:43
0.266,0,240.09,1.2,0,0,0,10/17/2010 11:16
